"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South Asia","India","SEARO","Observed",2025,11,8,22175,113190,118354,17910,0.14,100741,0.77
"South Asia","India","SEARO","Observed",2025,12,9,7539,120729,118354,9357,0.07,110098,0.85
"South Asia","India","SEARO","Observed",2026,1,10,3544,3544,118354,7140,0.07,117238,0.92
"South Asia","India","SEARO","Observed",2026,2,11,3019,6563,118354,4579,0.05,121817,0.96
"South Asia","India","SEARO","Observed",2026,3,12,3085,9648,118354,3819,0.04,125636,1
"South Asia","India","SEARO","Observed",2026,4,1,2918,12566,134313,2529,0.02,2529,0.02
"South Asia","India","SEARO","Observed",2026,5,2,3747,16313,134313,3701,0.03,6230,0.05
"South Asia","India","Estimates","Unobserved",2026,6,3,5260,21573,134313,5615,0.04,11845,0.09
"South Asia","India","SEARO","Unobserved",2026,7,4,NA,NA,134313,10918,0.08,22762,0.18
"South Asia","India","SEARO","Unobserved",2026,8,5,NA,NA,134313,14635,0.11,37398,0.29
"South Asia","India","SEARO","Unobserved",2026,9,6,NA,NA,134313,19743,0.15,57141,0.44
"South Asia","India","SEARO","Unobserved",2026,10,7,NA,NA,134313,25690,0.2,82831,0.64
"South Asia","India","SEARO","Unobserved",2026,11,8,NA,NA,134313,17910,0.14,100741,0.77
"South Asia","India","SEARO","Unobserved",2026,12,9,NA,NA,134313,9357,0.07,110098,0.85
"Caribbean","Jamaica","PAHO","Observed",2025,1,9,46,46,165,218,0.09,1727,0.82
"Caribbean","Jamaica","PAHO","Observed",2025,2,10,38,84,165,154,0.08,1882,0.9
"Caribbean","Jamaica","PAHO","Observed",2025,3,11,37,121,165,84,0.05,1966,0.96
"Caribbean","Jamaica","PAHO","Observed",2025,4,12,44,165,165,41,0.04,2007,1
"Caribbean","Jamaica","PAHO","Observed",2025,5,1,30,195,540,59,0.05,59,0.05
"Caribbean","Jamaica","PAHO","Observed",2025,6,2,65,260,540,69,0.06,127,0.11
"Caribbean","Jamaica","PAHO","Observed",2025,7,3,48,308,540,107,0.07,234,0.19
"Caribbean","Jamaica","PAHO","Observed",2025,8,4,17,325,540,86,0.05,319,0.23
"Caribbean","Jamaica","PAHO","Observed",2025,9,5,54,379,540,266,0.11,585,0.34
"Caribbean","Jamaica","PAHO","Observed",2025,10,6,33,412,540,250,0.1,835,0.44
"Caribbean","Jamaica","PAHO","Observed",2025,11,7,117,529,540,356,0.12,1191,0.56
"Caribbean","Jamaica","PAHO","Observed",2025,12,8,73,602,540,318,0.18,1509,0.74
"Caribbean","Jamaica","PAHO","Observed",2026,1,9,44,44,540,218,0.09,1727,0.82
"Caribbean","Jamaica","PAHO","Observed",2026,2,10,18,62,540,154,0.08,1882,0.9
"Caribbean","Jamaica","PAHO","Observed",2026,3,11,16,78,540,84,0.05,1966,0.96
"Caribbean","Jamaica","PAHO","Observed",2026,4,12,25,103,540,41,0.04,2007,1
"Caribbean","Jamaica","PAHO","Observed",2026,5,1,11,114,202,59,0.05,59,0.05
"Caribbean","Jamaica","Estimates","Unobserved",2026,6,2,31,145,202,69,0.06,127,0.11
"Caribbean","Jamaica",NA,"Unobserved",2026,7,3,NA,NA,202,107,0.07,234,0.19
"Caribbean","Jamaica",NA,"Unobserved",2026,8,4,NA,NA,202,86,0.05,319,0.23
"Caribbean","Jamaica",NA,"Unobserved",2026,9,5,NA,NA,202,266,0.11,585,0.34
"Caribbean","Jamaica",NA,"Unobserved",2026,10,6,NA,NA,202,250,0.1,835,0.44
"Caribbean","Jamaica",NA,"Unobserved",2026,11,7,NA,NA,202,356,0.12,1191,0.56
"Caribbean","Jamaica",NA,"Unobserved",2026,12,8,NA,NA,202,318,0.18,1509,0.74
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,1,11,855,855,1528,204,0.14,1372,0.89
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,2,12,673,1528,1528,164,0.11,1536,1
"Sub-Saharan Africa","Kenya","Estimates","Unobserved",2025,3,1,29,1557,7443,12,0.02,12,0.02
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,4,2,64,1621,7443,10,0.02,22,0.04
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,5,3,816,2437,7443,35,0.02,57,0.06
"Sub-Saharan Africa","Kenya","Estimates","Unobserved",2025,6,4,285,2722,7443,185,0.19,242,0.25
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,7,5,1241,3963,7443,104,0.09,347,0.34
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,8,6,740,4703,7443,174,0.12,520,0.46
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,9,7,650,5353,7443,177,0.09,698,0.55
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,10,8,932,6285,7443,151,0.07,849,0.61
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,11,9,313,6598,7443,186,0.08,1034,0.69
"Sub-Saharan Africa","Kenya","WHO","Observed",2025,12,10,461,7059,7443,134,0.05,1168,0.75
"Sub-Saharan Africa","Kenya","WHO","Observed",2026,1,11,1284,1284,7443,204,0.14,1372,0.89
"Sub-Saharan Africa","Kenya","WHO","Observed",2026,2,12,942,2226,7443,164,0.11,1536,1
"Sub-Saharan Africa","Kenya","WHO","Observed",2026,3,1,1337,3563,79517,12,0.02,12,0.02
"Sub-Saharan Africa","Kenya","WHO","Observed",2026,4,2,1304,4867,79517,10,0.02,22,0.04
"Sub-Saharan Africa","Kenya","WHO","Observed",2026,5,3,2088,6955,79517,35,0.02,57,0.06
"Sub-Saharan Africa","Kenya","Estimates","Unobserved",2026,6,4,1386,8341,79517,185,0.19,242,0.25
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,7,5,NA,NA,79517,104,0.09,347,0.34
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,8,6,NA,NA,79517,174,0.12,520,0.46
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,9,7,NA,NA,79517,177,0.09,698,0.55
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,10,8,NA,NA,79517,151,0.07,849,0.61
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,11,9,NA,NA,79517,186,0.08,1034,0.69
"Sub-Saharan Africa","Kenya",NA,"Unobserved",2026,12,10,NA,NA,79517,134,0.05,1168,0.75
"East & Southeast Asia","Cambodia","WHO","Observed",2025,1,12,761,761,761,792,0.04,22943,1
"East & Southeast Asia","Cambodia","WHO","Observed",2025,2,1,498,1259,65000,396,0.02,396,0.02
"East & Southeast Asia","Cambodia","WHO","Observed",2025,3,2,600,1859,65000,514,0.03,910,0.05
"East & Southeast Asia","Cambodia","WHO","Observed",2025,4,3,935,2794,65000,657,0.03,1568,0.08
"East & Southeast Asia","Cambodia","WHO","Observed",2025,5,4,3233,6027,65000,1454,0.06,3021,0.14
"East & Southeast Asia","Cambodia","WHO","Observed",2025,6,5,6602,12629,65000,3401,0.13,6422,0.27
"East & Southeast Asia","Cambodia","WHO","Observed",2025,7,6,14728,27357,65000,4697,0.18,11119,0.45
"East & Southeast Asia","Cambodia","WHO","Observed",2025,8,7,9948,37305,65000,3647,0.17,14766,0.62
"East & Southeast Asia","Cambodia","WHO","Observed",2025,9,8,7408,44713,65000,2713,0.12,17480,0.74
"East & Southeast Asia","Cambodia","WHO","Observed",2025,10,9,8685,53398,65000,2190,0.1,19670,0.84
"East & Southeast Asia","Cambodia","WHO","Observed",2025,11,10,6058,59456,65000,1505,0.07,21175,0.91
"East & Southeast Asia","Cambodia","WHO","Observed",2025,12,11,3560,63016,65000,976,0.05,22151,0.96
"East & Southeast Asia","Cambodia","WHO","Observed",2026,1,12,2745,2745,65000,792,0.04,22943,1
"East & Southeast Asia","Cambodia","WHO","Observed",2026,2,1,1339,4084,52779,396,0.02,396,0.02
"East & Southeast Asia","Cambodia","WHO","Observed",2026,3,2,1275,5359,52779,514,0.03,910,0.05
"East & Southeast Asia","Cambodia","WHO","Observed",2026,4,3,2351,7710,52779,657,0.03,1568,0.08
"East & Southeast Asia","Cambodia","WHO","Observed",2026,5,4,2416,10126,52779,1454,0.06,3021,0.14
"East & Southeast Asia","Cambodia","Estimates","Unobserved",2026,6,5,8561,18687,52779,3401,0.13,6422,0.27
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,7,6,NA,NA,52779,4697,0.18,11119,0.45
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,8,7,NA,NA,52779,3647,0.17,14766,0.62
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,9,8,NA,NA,52779,2713,0.12,17480,0.74
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,10,9,NA,NA,52779,2190,0.1,19670,0.84
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,11,10,NA,NA,52779,1505,0.07,21175,0.91
"East & Southeast Asia","Cambodia",NA,"Unobserved",2026,12,11,NA,NA,52779,976,0.05,22151,0.96
"Pacific Islands","Kiribati","WHO","Observed",2025,1,10,0,0,5,70,0.2,451,0.76
"Pacific Islands","Kiribati","WHO","Observed",2025,2,11,0,0,5,48,0.11,499,0.88
"Pacific Islands","Kiribati","WHO","Observed",2025,3,12,5,5,5,49,0.12,548,1
"Pacific Islands","Kiribati","WHO","Observed",2025,4,1,21,26,1412,11,0.02,11,0.02
"Pacific Islands","Kiribati","WHO","Observed",2025,5,2,95,121,1412,43,0.14,54,0.16
"Pacific Islands","Kiribati","WHO","Observed",2025,6,3,380,501,1412,68,0.07,123,0.23
"Pacific Islands","Kiribati","WHO","Observed",2025,7,4,494,995,1412,75,0.06,197,0.29
"Pacific Islands","Kiribati","WHO","Observed",2025,8,5,163,1158,1412,37,0.04,234,0.33
"Pacific Islands","Kiribati","WHO","Observed",2025,9,6,198,1356,1412,40,0.04,274,0.37
"Pacific Islands","Kiribati","WHO","Observed",2025,10,7,40,1396,1412,21,0.03,294,0.4
"Pacific Islands","Kiribati","WHO","Observed",2025,11,8,12,1408,1412,32,0.05,327,0.45
"Pacific Islands","Kiribati","WHO","Observed",2025,12,9,4,1412,1412,54,0.11,381,0.56
"Pacific Islands","Kiribati","WHO","Observed",2026,1,10,1,1,1412,70,0.2,451,0.76
"Pacific Islands","Kiribati","WHO","Observed",2026,2,11,4,5,1412,48,0.11,499,0.88
"Pacific Islands","Kiribati","WHO","Observed",2026,3,12,0,5,1412,49,0.12,548,1
"Pacific Islands","Kiribati","WHO","Observed",2026,4,1,0,5,0,11,0.02,11,0.02
"Pacific Islands","Kiribati","Estimates","Unobserved",2026,5,2,202,207,0,43,0.14,54,0.16
"Pacific Islands","Kiribati","Estimates","Unobserved",2026,6,3,102,309,0,68,0.07,123,0.23
"Pacific Islands","Kiribati",NA,"Unobserved",2026,7,4,NA,NA,0,75,0.06,197,0.29
"Pacific Islands","Kiribati",NA,"Unobserved",2026,8,5,NA,NA,0,37,0.04,234,0.33
"Pacific Islands","Kiribati",NA,"Unobserved",2026,9,6,NA,NA,0,40,0.04,274,0.37
"Pacific Islands","Kiribati",NA,"Unobserved",2026,10,7,NA,NA,0,21,0.03,294,0.4
"Pacific Islands","Kiribati",NA,"Unobserved",2026,11,8,NA,NA,0,32,0.05,327,0.45
"Pacific Islands","Kiribati",NA,"Unobserved",2026,12,9,NA,NA,0,54,0.11,381,0.56
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,1,10,0,0,4,24,0.11,138,0.96
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2025,2,11,4,4,4,5,0.03,143,0.99
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,3,12,0,4,4,2,0.01,145,1
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,4,1,0,4,20,2,0.02,2,0.02
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,5,2,0,4,20,7,0.07,8,0.08
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,6,3,0,4,20,16,0.2,25,0.29
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,7,4,0,4,20,2,0.02,27,0.31
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,8,5,0,4,20,3,0.03,30,0.34
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2025,9,6,3,7,20,7,0.08,37,0.42
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2025,10,7,2,9,20,17,0.15,54,0.57
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2025,11,8,0,9,20,37,0.17,91,0.74
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2025,12,9,2,11,20,22,0.11,113,0.85
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2026,1,10,2,2,20,24,0.11,138,0.96
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2026,2,11,3,5,20,5,0.03,143,0.99
"Caribbean","Saint Kitts And Nevis","PAHO","Observed",2026,3,12,8,13,20,2,0.01,145,1
"Caribbean","Saint Kitts And Nevis","WHO","Observed",2026,4,1,4,17,235,2,0.02,2,0.02
"Caribbean","Saint Kitts And Nevis","Estimates","Unobserved",2026,5,2,1,18,235,7,0.07,8,0.08
"Caribbean","Saint Kitts And Nevis","Estimates","Unobserved",2026,6,3,4,22,235,16,0.2,25,0.29
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,7,4,NA,NA,235,2,0.02,27,0.31
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,8,5,NA,NA,235,3,0.03,30,0.34
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,9,6,NA,NA,235,7,0.08,37,0.42
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,10,7,NA,NA,235,17,0.15,54,0.57
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,11,8,NA,NA,235,37,0.17,91,0.74
"Caribbean","Saint Kitts And Nevis",NA,"Unobserved",2026,12,9,NA,NA,235,22,0.11,113,0.85
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,1,12,253,253,253,317,0.03,15620,1
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,2,1,165,418,12430,241,0.02,241,0.02
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,3,2,138,556,12430,273,0.02,515,0.04
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,4,3,173,729,12430,393,0.03,907,0.07
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,5,4,614,1343,12430,824,0.06,1732,0.13
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,6,5,1271,2614,12430,1839,0.11,3570,0.24
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,7,6,2741,5355,12430,3511,0.19,7081,0.43
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,8,7,2506,7861,12430,2951,0.18,10033,0.61
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,9,8,1369,9230,12430,2337,0.14,12370,0.75
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,10,9,1552,10782,12430,1600,0.11,13970,0.86
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,11,10,890,11672,12430,835,0.06,14805,0.92
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2025,12,11,573,12245,12430,498,0.05,15303,0.97
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2026,1,12,438,438,12430,317,0.03,15620,1
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2026,2,1,214,652,7273,241,0.02,241,0.02
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2026,3,2,238,890,7273,273,0.02,515,0.04
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2026,4,3,203,1093,7273,393,0.03,907,0.07
"East & Southeast Asia","Lao People's Democratic Republic","WHO","Observed",2026,5,4,267,1360,7273,824,0.06,1732,0.13
"East & Southeast Asia","Lao People's Democratic Republic","Estimates","Unobserved",2026,6,5,1362,2722,7273,1839,0.11,3570,0.24
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,7,6,NA,NA,7273,3511,0.19,7081,0.43
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,8,7,NA,NA,7273,2951,0.18,10033,0.61
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,9,8,NA,NA,7273,2337,0.14,12370,0.75
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,10,9,NA,NA,7273,1600,0.11,13970,0.86
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,11,10,NA,NA,7273,835,0.06,14805,0.92
"East & Southeast Asia","Lao People's Democratic Republic",NA,"Unobserved",2026,12,11,NA,NA,7273,498,0.05,15303,0.97
"Caribbean","Saint Lucia","PAHO","Observed",2025,1,11,8,8,18,12,0.09,305,0.96
"Caribbean","Saint Lucia","PAHO","Observed",2025,2,12,10,18,18,5,0.04,310,1
"Caribbean","Saint Lucia","PAHO","Observed",2025,3,1,6,24,30,7,0.03,7,0.03
"Caribbean","Saint Lucia","PAHO","Observed",2025,4,2,6,30,30,7,0.03,13,0.06
"Caribbean","Saint Lucia","PAHO","Observed",2025,5,3,1,31,30,11,0.05,24,0.11
"Caribbean","Saint Lucia","PAHO","Observed",2025,6,4,8,39,30,10,0.04,34,0.16
"Caribbean","Saint Lucia","PAHO","Observed",2025,7,5,3,42,30,21,0.08,55,0.23
"Caribbean","Saint Lucia","PAHO","Observed",2025,8,6,1,43,30,41,0.1,97,0.33
"Caribbean","Saint Lucia","PAHO","Observed",2025,9,7,2,45,30,102,0.27,198,0.6
"Caribbean","Saint Lucia","PAHO","Observed",2025,10,8,3,48,30,31,0.11,229,0.71
"Caribbean","Saint Lucia","PAHO","Observed",2025,11,9,1,49,30,51,0.11,280,0.81
"Caribbean","Saint Lucia","WHO","Observed",2025,12,10,-2,47,30,14,0.05,294,0.87
"Caribbean","Saint Lucia","WHO","Observed",2026,1,11,0,0,30,12,0.09,305,0.96
"Caribbean","Saint Lucia","PAHO","Observed",2026,2,12,1,1,30,5,0.04,310,1
"Caribbean","Saint Lucia","PAHO","Observed",2026,3,1,3,4,39,7,0.03,7,0.03
"Caribbean","Saint Lucia","WHO","Observed",2026,4,2,0,4,39,7,0.03,13,0.06
"Caribbean","Saint Lucia","WHO","Observed",2026,5,3,0,4,39,11,0.05,24,0.11
"Caribbean","Saint Lucia","PAHO","Observed",2026,6,4,3,7,39,10,0.04,34,0.16
"Caribbean","Saint Lucia",NA,"Unobserved",2026,7,5,NA,NA,39,21,0.08,55,0.23
"Caribbean","Saint Lucia",NA,"Unobserved",2026,8,6,NA,NA,39,41,0.1,97,0.33
"Caribbean","Saint Lucia",NA,"Unobserved",2026,9,7,NA,NA,39,102,0.27,198,0.6
"Caribbean","Saint Lucia",NA,"Unobserved",2026,10,8,NA,NA,39,31,0.11,229,0.71
"Caribbean","Saint Lucia",NA,"Unobserved",2026,11,9,NA,NA,39,51,0.11,280,0.81
"Caribbean","Saint Lucia",NA,"Unobserved",2026,12,10,NA,NA,39,14,0.05,294,0.87
"South Asia","Sri Lanka","SEARO","Observed",2025,1,12,4942,4942,4942,7277,0.13,59438,1
"South Asia","Sri Lanka","SEARO","Observed",2025,2,1,3666,8608,54389,4364,0.09,4364,0.09
"South Asia","Sri Lanka","SEARO","Observed",2025,3,2,3771,12379,54389,3596,0.06,7960,0.15
"South Asia","Sri Lanka","SEARO","Observed",2025,4,3,5171,17550,54389,3836,0.06,11796,0.21
"South Asia","Sri Lanka","SEARO","Observed",2025,5,4,6035,23585,54389,4467,0.07,16263,0.28
"South Asia","Sri Lanka","SEARO","Observed",2025,6,5,5468,29053,54389,6223,0.1,22486,0.38
"South Asia","Sri Lanka","SEARO","Observed",2025,7,6,4838,33891,54389,8700,0.13,31186,0.51
"South Asia","Sri Lanka","SEARO","Observed",2025,8,7,2746,36637,54389,4749,0.08,35935,0.58
"South Asia","Sri Lanka","SEARO","Observed",2025,9,8,2403,39040,54389,2972,0.05,38907,0.64
"South Asia","Sri Lanka","SEARO","Observed",2025,10,9,2717,41757,54389,3362,0.06,42269,0.69
"South Asia","Sri Lanka","SEARO","Observed",2025,11,10,3806,45563,54389,4265,0.07,46534,0.77
"South Asia","Sri Lanka","SEARO","Observed",2025,12,11,5900,51463,54389,5627,0.1,52161,0.87
"South Asia","Sri Lanka","SEARO","Observed",2026,1,12,7868,7868,54389,7277,0.13,59438,1
"South Asia","Sri Lanka","SEARO","Observed",2026,2,1,5724,13592,93019,4364,0.09,4364,0.09
"South Asia","Sri Lanka","SEARO","Observed",2026,3,2,6016,19608,93019,3596,0.06,7960,0.15
"South Asia","Sri Lanka","SEARO","Observed",2026,4,3,5662,25270,93019,3836,0.06,11796,0.21
"South Asia","Sri Lanka","SEARO","Observed",2026,5,4,8602,33872,93019,4467,0.07,16263,0.28
"South Asia","Sri Lanka","Estimates","Unobserved",2026,6,5,5430,39302,93019,6223,0.1,22486,0.38
"South Asia","Sri Lanka","SEARO","Unobserved",2026,7,6,NA,NA,93019,8700,0.13,31186,0.51
"South Asia","Sri Lanka","SEARO","Unobserved",2026,8,7,NA,NA,93019,4749,0.08,35935,0.58
"South Asia","Sri Lanka","SEARO","Unobserved",2026,9,8,NA,NA,93019,2972,0.05,38907,0.64
"South Asia","Sri Lanka","SEARO","Unobserved",2026,10,9,NA,NA,93019,3362,0.06,42269,0.69
"South Asia","Sri Lanka","SEARO","Unobserved",2026,11,10,NA,NA,93019,4265,0.07,46534,0.77
"South Asia","Sri Lanka","SEARO","Unobserved",2026,12,11,NA,NA,93019,5627,0.1,52161,0.87
"Caribbean","Saint Martin","PAHO","Observed",2025,1,8,53,53,154,105,0.13,521,0.68
"Caribbean","Saint Martin","PAHO","Observed",2025,2,9,17,70,154,90,0.11,611,0.78
"Caribbean","Saint Martin","PAHO","Observed",2025,3,10,18,88,154,51,0.06,662,0.84
"Caribbean","Saint Martin","PAHO","Observed",2025,4,11,32,120,154,39,0.06,700,0.9
"Caribbean","Saint Martin","PAHO","Observed",2025,5,12,34,154,154,60,0.1,761,1
"Caribbean","Saint Martin","PAHO","Observed",2025,6,1,30,184,68,53,0.08,53,0.08
"Caribbean","Saint Martin","Estimates","Unobserved",2025,7,2,6,190,68,26,0.04,78,0.12
"Caribbean","Saint Martin","Estimates","Unobserved",2025,8,3,6,196,68,32,0.04,111,0.15
"Caribbean","Saint Martin","WHO","Observed",2025,9,4,20,216,68,37,0.05,148,0.2
"Caribbean","Saint Martin","Estimates","Unobserved",2025,10,5,15,231,68,68,0.1,216,0.3
"Caribbean","Saint Martin","WHO","Observed",2025,11,6,5,236,68,124,0.14,341,0.45
"Caribbean","Saint Martin","PAHO","Observed",2025,12,7,5,241,68,75,0.1,416,0.55
"Caribbean","Saint Martin","WHO","Observed",2026,1,8,0,0,68,105,0.13,521,0.68
"Caribbean","Saint Martin","PAHO","Observed",2026,2,9,4,4,68,90,0.11,611,0.78
"Caribbean","Saint Martin","WHO","Observed",2026,3,10,1,5,68,51,0.06,662,0.84
"Caribbean","Saint Martin","PAHO","Observed",2026,4,11,3,8,68,39,0.06,700,0.9
"Caribbean","Saint Martin","WHO","Observed",2026,5,12,0,8,68,60,0.1,761,1
"Caribbean","Saint Martin","Estimates","Unobserved",2026,6,1,5,13,NA,53,0.08,53,0.08
"Caribbean","Saint Martin",NA,"Unobserved",2026,7,2,NA,NA,NA,26,0.04,78,0.12
"Caribbean","Saint Martin",NA,"Unobserved",2026,8,3,NA,NA,NA,32,0.04,111,0.15
"Caribbean","Saint Martin",NA,"Unobserved",2026,9,4,NA,NA,NA,37,0.05,148,0.2
"Caribbean","Saint Martin",NA,"Unobserved",2026,10,5,NA,NA,NA,68,0.1,216,0.3
"Caribbean","Saint Martin",NA,"Unobserved",2026,11,6,NA,NA,NA,124,0.14,341,0.45
"Caribbean","Saint Martin",NA,"Unobserved",2026,12,7,NA,NA,NA,75,0.1,416,0.55
"South Asia","Maldives","SEARO","Observed",2025,1,12,72,72,72,198,0.13,2221,1
"South Asia","Maldives","SEARO","Observed",2025,2,1,74,146,3011,105,0.05,105,0.05
"South Asia","Maldives","SEARO","Observed",2025,3,2,69,215,3011,111,0.05,216,0.1
"South Asia","Maldives","SEARO","Observed",2025,4,3,120,335,3011,144,0.06,360,0.16
"South Asia","Maldives","SEARO","Observed",2025,5,4,116,451,3011,201,0.08,562,0.25
"South Asia","Maldives","SEARO","Observed",2025,6,5,165,616,3011,277,0.11,839,0.36
"South Asia","Maldives","SEARO","Observed",2025,7,6,168,784,3011,300,0.13,1139,0.49
"South Asia","Maldives","SEARO","Observed",2025,8,7,256,1040,3011,208,0.09,1347,0.59
"South Asia","Maldives","SEARO","Observed",2025,9,8,252,1292,3011,166,0.07,1514,0.66
"South Asia","Maldives","SEARO","Observed",2025,10,9,373,1665,3011,200,0.08,1714,0.74
"South Asia","Maldives","SEARO","Observed",2025,11,10,376,2041,3011,158,0.07,1872,0.81
"South Asia","Maldives","SEARO","Observed",2025,12,11,411,2452,3011,151,0.06,2023,0.87
"South Asia","Maldives","SEARO","Observed",2026,1,12,631,631,3011,198,0.13,2221,1
"South Asia","Maldives","SEARO","Observed",2026,2,1,420,1051,9890,105,0.05,105,0.05
"South Asia","Maldives","SEARO","Observed",2026,3,2,591,1642,9890,111,0.05,216,0.1
"South Asia","Maldives","SEARO","Observed",2026,4,3,601,2243,9890,144,0.06,360,0.16
"South Asia","Maldives","Estimates","Unobserved",2026,5,4,253,2496,9890,201,0.08,562,0.25
"South Asia","Maldives","Estimates","Unobserved",2026,6,5,341,2837,9890,277,0.11,839,0.36
"South Asia","Maldives","SEARO","Unobserved",2026,7,6,NA,NA,9890,300,0.13,1139,0.49
"South Asia","Maldives","SEARO","Unobserved",2026,8,7,NA,NA,9890,208,0.09,1347,0.59
"South Asia","Maldives","SEARO","Unobserved",2026,9,8,NA,NA,9890,166,0.07,1514,0.66
"South Asia","Maldives","SEARO","Unobserved",2026,10,9,NA,NA,9890,200,0.08,1714,0.74
"South Asia","Maldives","SEARO","Unobserved",2026,11,10,NA,NA,9890,158,0.07,1872,0.81
"South Asia","Maldives","SEARO","Unobserved",2026,12,11,NA,NA,9890,151,0.06,2023,0.87
"North & Central America","Mexico","PAHO","Observed",2025,1,11,11125,11125,19412,5400,0.04,159644,0.97
"North & Central America","Mexico","PAHO","Observed",2025,2,12,8287,19412,19412,4663,0.03,164307,1
"North & Central America","Mexico","PAHO","Observed",2025,3,1,9680,29092,136935,4627,0.03,4627,0.03
"North & Central America","Mexico","PAHO","Observed",2025,4,2,6002,35094,136935,4321,0.03,8949,0.06
"North & Central America","Mexico","PAHO","Observed",2025,5,3,7905,42999,136935,5973,0.04,14922,0.1
"North & Central America","Mexico","PAHO","Observed",2025,6,4,12409,55408,136935,10247,0.06,25169,0.17
"North & Central America","Mexico","PAHO","Observed",2025,7,5,11822,67230,136935,14022,0.09,39191,0.25
"North & Central America","Mexico","PAHO","Observed",2025,8,6,13638,80868,136935,21119,0.12,60309,0.37
"North & Central America","Mexico","PAHO","Observed",2025,9,7,21031,101899,136935,31406,0.17,91716,0.54
"North & Central America","Mexico","PAHO","Observed",2025,10,8,21250,123149,136935,33039,0.2,124755,0.75
"North & Central America","Mexico","PAHO","Observed",2025,11,9,14725,137874,136935,20915,0.13,145670,0.88
"North & Central America","Mexico","PAHO","Observed",2025,12,10,7377,145251,136935,8574,0.05,154244,0.93
"North & Central America","Mexico","PAHO","Observed",2026,1,11,6246,6246,136935,5400,0.04,159644,0.97
